t,MV,PV,DV
2.910000000000000000e+02,5.000000000000000000e+01,4.706600000000000250e+01,5.000000000000000000e+01
2.920000000000000000e+02,5.000000000000000000e+01,4.713100000000000023e+01,5.000000000000000000e+01
2.930000000000000000e+02,5.000000000000000000e+01,4.713100000000000023e+01,5.000000000000000000e+01
2.940000000000000000e+02,5.000000000000000000e+01,4.729200000000000159e+01,5.000000000000000000e+01
2.950000000000000000e+02,5.000000000000000000e+01,4.729200000000000159e+01,5.000000000000000000e+01
2.960000000000000000e+02,5.000000000000000000e+01,4.732399999999999807e+01,5.000000000000000000e+01
2.970000000000000000e+02,5.000000000000000000e+01,4.732399999999999807e+01,5.000000000000000000e+01
2.980000000000000000e+02,5.000000000000000000e+01,4.732399999999999807e+01,5.000000000000000000e+01
2.990000000000000000e+02,5.000000000000000000e+01,4.732399999999999807e+01,5.000000000000000000e+01
3.000000000000000000e+02,5.000000000000000000e+01,4.735600000000000165e+01,5.000000000000000000e+01
3.010000000000000000e+02,5.000000000000000000e+01,4.751800000000000068e+01,5.000000000000000000e+01
3.020000000000000000e+02,5.000000000000000000e+01,4.761399999999999721e+01,5.000000000000000000e+01
3.030000000000000000e+02,5.000000000000000000e+01,4.758200000000000074e+01,5.000000000000000000e+01
3.040000000000000000e+02,5.000000000000000000e+01,4.764600000000000080e+01,5.000000000000000000e+01
3.050000000000000000e+02,5.000000000000000000e+01,4.764600000000000080e+01,5.000000000000000000e+01
3.060000000000000000e+02,5.000000000000000000e+01,4.764600000000000080e+01,5.000000000000000000e+01
3.070000000000000000e+02,5.000000000000000000e+01,4.764600000000000080e+01,5.000000000000000000e+01
3.080000000000000000e+02,5.000000000000000000e+01,4.767900000000000205e+01,5.000000000000000000e+01
3.090000000000000000e+02,5.000000000000000000e+01,4.777499999999999858e+01,5.000000000000000000e+01
3.100000000000000000e+02,5.000000000000000000e+01,4.784000000000000341e+01,5.000000000000000000e+01
3.110000000000000000e+02,5.000000000000000000e+01,4.790400000000000347e+01,5.000000000000000000e+01
3.120000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.130000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.140000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.150000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.160000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.170000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.180000000000000000e+02,5.000000000000000000e+01,4.796900000000000119e+01,5.000000000000000000e+01
3.190000000000000000e+02,5.000000000000000000e+01,4.806499999999999773e+01,5.000000000000000000e+01
3.200000000000000000e+02,5.000000000000000000e+01,4.813000000000000256e+01,5.000000000000000000e+01
3.210000000000000000e+02,5.000000000000000000e+01,4.819400000000000261e+01,5.000000000000000000e+01
3.220000000000000000e+02,5.000000000000000000e+01,4.829099999999999682e+01,5.000000000000000000e+01
3.230000000000000000e+02,5.000000000000000000e+01,4.829099999999999682e+01,5.000000000000000000e+01
3.240000000000000000e+02,5.000000000000000000e+01,4.829099999999999682e+01,5.000000000000000000e+01
3.250000000000000000e+02,5.000000000000000000e+01,4.829099999999999682e+01,5.000000000000000000e+01
3.260000000000000000e+02,5.000000000000000000e+01,4.829099999999999682e+01,5.000000000000000000e+01
3.270000000000000000e+02,5.000000000000000000e+01,4.835499999999999687e+01,5.000000000000000000e+01
3.280000000000000000e+02,5.000000000000000000e+01,4.835499999999999687e+01,5.000000000000000000e+01
3.290000000000000000e+02,5.000000000000000000e+01,4.845199999999999818e+01,5.000000000000000000e+01
3.300000000000000000e+02,5.000000000000000000e+01,4.848400000000000176e+01,5.000000000000000000e+01
3.310000000000000000e+02,5.000000000000000000e+01,4.848400000000000176e+01,5.000000000000000000e+01
3.320000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.330000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.340000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.350000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.360000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.370000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.380000000000000000e+02,5.000000000000000000e+01,4.861299999999999955e+01,5.000000000000000000e+01
3.390000000000000000e+02,5.000000000000000000e+01,4.867799999999999727e+01,5.000000000000000000e+01
3.400000000000000000e+02,5.000000000000000000e+01,4.877400000000000091e+01,5.000000000000000000e+01
3.410000000000000000e+02,5.000000000000000000e+01,4.887100000000000222e+01,5.000000000000000000e+01
3.420000000000000000e+02,5.000000000000000000e+01,4.893599999999999994e+01,5.000000000000000000e+01
3.430000000000000000e+02,5.000000000000000000e+01,4.893599999999999994e+01,5.000000000000000000e+01
3.440000000000000000e+02,5.000000000000000000e+01,4.893599999999999994e+01,5.000000000000000000e+01
3.450000000000000000e+02,5.000000000000000000e+01,4.893599999999999994e+01,5.000000000000000000e+01
3.460000000000000000e+02,5.000000000000000000e+01,4.893599999999999994e+01,5.000000000000000000e+01
3.470000000000000000e+02,5.000000000000000000e+01,4.893599999999999994e+01,5.000000000000000000e+01
3.480000000000000000e+02,5.000000000000000000e+01,4.896800000000000352e+01,5.000000000000000000e+01
3.490000000000000000e+02,5.000000000000000000e+01,4.896800000000000352e+01,5.000000000000000000e+01
3.500000000000000000e+02,5.000000000000000000e+01,4.903199999999999648e+01,5.000000000000000000e+01
3.510000000000000000e+02,5.000000000000000000e+01,4.906400000000000006e+01,5.000000000000000000e+01
3.520000000000000000e+02,5.000000000000000000e+01,4.916100000000000136e+01,5.000000000000000000e+01
3.530000000000000000e+02,5.000000000000000000e+01,4.919299999999999784e+01,5.000000000000000000e+01
3.540000000000000000e+02,5.000000000000000000e+01,4.925800000000000267e+01,5.000000000000000000e+01
3.550000000000000000e+02,5.000000000000000000e+01,4.922599999999999909e+01,5.000000000000000000e+01
3.560000000000000000e+02,5.000000000000000000e+01,4.925800000000000267e+01,5.000000000000000000e+01
3.570000000000000000e+02,5.000000000000000000e+01,4.925800000000000267e+01,5.000000000000000000e+01
3.580000000000000000e+02,5.000000000000000000e+01,4.925800000000000267e+01,5.000000000000000000e+01
3.590000000000000000e+02,5.000000000000000000e+01,4.925800000000000267e+01,5.000000000000000000e+01
3.600000000000000000e+02,5.000000000000000000e+01,4.928999999999999915e+01,5.000000000000000000e+01
3.610000000000000000e+02,5.000000000000000000e+01,4.925800000000000267e+01,5.000000000000000000e+01
3.620000000000000000e+02,5.000000000000000000e+01,4.935399999999999920e+01,5.000000000000000000e+01
3.630000000000000000e+02,5.000000000000000000e+01,4.941899999999999693e+01,5.000000000000000000e+01
3.640000000000000000e+02,5.000000000000000000e+01,4.954800000000000182e+01,5.000000000000000000e+01
3.650000000000000000e+02,5.000000000000000000e+01,4.951599999999999824e+01,5.000000000000000000e+01
3.660000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
3.670000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
3.680000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
3.690000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
3.700000000000000000e+02,5.000000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01
3.710000000000000000e+02,5.000000000000000000e+01,4.964500000000000313e+01,5.000000000000000000e+01
3.720000000000000000e+02,5.000000000000000000e+01,4.964500000000000313e+01,5.000000000000000000e+01
3.730000000000000000e+02,5.000000000000000000e+01,4.974099999999999966e+01,5.000000000000000000e+01
3.740000000000000000e+02,5.000000000000000000e+01,4.986999999999999744e+01,5.000000000000000000e+01
3.750000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.760000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.770000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.780000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.790000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.800000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.810000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.820000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.830000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.840000000000000000e+02,5.000000000000000000e+01,4.990200000000000102e+01,5.000000000000000000e+01
3.850000000000000000e+02,5.000000000000000000e+01,4.999900000000000233e+01,5.000000000000000000e+01
3.860000000000000000e+02,5.000000000000000000e+01,5.003099999999999881e+01,5.000000000000000000e+01
3.870000000000000000e+02,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01
3.880000000000000000e+02,5.000000000000000000e+01,5.012800000000000011e+01,5.000000000000000000e+01
3.890000000000000000e+02,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01
3.900000000000000000e+02,5.000000000000000000e+01,5.019200000000000017e+01,5.000000000000000000e+01
3.910000000000000000e+02,5.000000000000000000e+01,5.019200000000000017e+01,5.000000000000000000e+01
3.920000000000000000e+02,5.000000000000000000e+01,5.012800000000000011e+01,5.000000000000000000e+01
3.930000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
3.940000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
3.950000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
3.960000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
3.970000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
3.980000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
3.990000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
4.000000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
4.010000000000000000e+02,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01
4.020000000000000000e+02,5.000000000000000000e+01,5.025699999999999790e+01,5.000000000000000000e+01
4.030000000000000000e+02,5.000000000000000000e+01,5.028900000000000148e+01,5.000000000000000000e+01
4.040000000000000000e+02,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01
4.050000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.060000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.070000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.080000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.090000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.100000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.110000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.120000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.130000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.140000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.150000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.160000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.170000000000000000e+02,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01
4.180000000000000000e+02,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01
4.190000000000000000e+02,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01
4.200000000000000000e+02,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01
4.210000000000000000e+02,5.000000000000000000e+01,5.067600000000000193e+01,5.000000000000000000e+01
4.220000000000000000e+02,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01
4.230000000000000000e+02,5.000000000000000000e+01,5.074000000000000199e+01,5.000000000000000000e+01
4.240000000000000000e+02,5.000000000000000000e+01,5.070799999999999841e+01,5.000000000000000000e+01
4.250000000000000000e+02,5.000000000000000000e+01,5.070799999999999841e+01,5.000000000000000000e+01
4.260000000000000000e+02,5.000000000000000000e+01,5.083700000000000330e+01,5.000000000000000000e+01
4.270000000000000000e+02,5.000000000000000000e+01,5.077199999999999847e+01,5.000000000000000000e+01
4.280000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.290000000000000000e+02,5.000000000000000000e+01,5.083700000000000330e+01,5.000000000000000000e+01
4.300000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.310000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.320000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.330000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.340000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.350000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.360000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.370000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.380000000000000000e+02,5.000000000000000000e+01,5.086899999999999977e+01,5.000000000000000000e+01
4.390000000000000000e+02,5.000000000000000000e+01,5.096600000000000108e+01,5.000000000000000000e+01
4.400000000000000000e+02,5.000000000000000000e+01,5.099799999999999756e+01,5.000000000000000000e+01
4.410000000000000000e+02,5.000000000000000000e+01,5.093399999999999750e+01,5.000000000000000000e+01
4.420000000000000000e+02,5.000000000000000000e+01,5.112700000000000244e+01,5.000000000000000000e+01
4.430000000000000000e+02,5.000000000000000000e+01,5.106300000000000239e+01,5.000000000000000000e+01
4.440000000000000000e+02,5.000000000000000000e+01,5.115899999999999892e+01,5.000000000000000000e+01
4.450000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.460000000000000000e+02,5.000000000000000000e+01,5.115899999999999892e+01,5.000000000000000000e+01
4.470000000000000000e+02,5.000000000000000000e+01,5.115899999999999892e+01,5.000000000000000000e+01
4.480000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.490000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.500000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.510000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.520000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.530000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.540000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.550000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.560000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.570000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.580000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.590000000000000000e+02,5.000000000000000000e+01,5.119100000000000250e+01,5.000000000000000000e+01
4.600000000000000000e+02,5.000000000000000000e+01,5.128799999999999670e+01,5.000000000000000000e+01
4.610000000000000000e+02,5.000000000000000000e+01,5.132000000000000028e+01,5.000000000000000000e+01
4.620000000000000000e+02,5.000000000000000000e+01,5.144899999999999807e+01,5.000000000000000000e+01
4.630000000000000000e+02,5.000000000000000000e+01,5.141700000000000159e+01,5.000000000000000000e+01
4.640000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.650000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.660000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.670000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.680000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.690000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.700000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.710000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.720000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.730000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.740000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.750000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.760000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.770000000000000000e+02,5.000000000000000000e+01,5.154599999999999937e+01,5.000000000000000000e+01
4.780000000000000000e+02,5.000000000000000000e+01,5.154599999999999937e+01,5.000000000000000000e+01
4.790000000000000000e+02,5.000000000000000000e+01,5.151400000000000290e+01,5.000000000000000000e+01
4.800000000000000000e+02,5.000000000000000000e+01,5.160999999999999943e+01,5.000000000000000000e+01
4.810000000000000000e+02,5.000000000000000000e+01,5.154599999999999937e+01,5.000000000000000000e+01
4.820000000000000000e+02,5.000000000000000000e+01,5.160999999999999943e+01,5.000000000000000000e+01
4.830000000000000000e+02,5.000000000000000000e+01,5.154599999999999937e+01,5.000000000000000000e+01
4.840000000000000000e+02,5.000000000000000000e+01,5.157800000000000296e+01,5.000000000000000000e+01
4.850000000000000000e+02,5.000000000000000000e+01,5.164300000000000068e+01,5.000000000000000000e+01
4.860000000000000000e+02,5.000000000000000000e+01,5.157800000000000296e+01,5.000000000000000000e+01
4.870000000000000000e+02,5.000000000000000000e+01,5.164300000000000068e+01,5.000000000000000000e+01
4.880000000000000000e+02,5.000000000000000000e+01,5.164300000000000068e+01,5.000000000000000000e+01
4.890000000000000000e+02,5.000000000000000000e+01,5.167499999999999716e+01,5.000000000000000000e+01
4.900000000000000000e+02,5.000000000000000000e+01,5.177100000000000080e+01,5.000000000000000000e+01
4.910000000000000000e+02,5.000000000000000000e+01,5.180400000000000205e+01,5.000000000000000000e+01
4.920000000000000000e+02,5.000000000000000000e+01,5.173899999999999721e+01,5.000000000000000000e+01
4.930000000000000000e+02,5.000000000000000000e+01,5.180400000000000205e+01,5.000000000000000000e+01
4.940000000000000000e+02,5.000000000000000000e+01,5.173899999999999721e+01,5.000000000000000000e+01
4.950000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
4.960000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
4.970000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
4.980000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
4.990000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
5.000000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
5.010000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
5.020000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
5.030000000000000000e+02,5.000000000000000000e+01,5.183599999999999852e+01,5.000000000000000000e+01
5.040000000000000000e+02,5.000000000000000000e+01,5.189999999999999858e+01,5.000000000000000000e+01
5.050000000000000000e+02,5.000000000000000000e+01,5.186800000000000210e+01,5.000000000000000000e+01
5.060000000000000000e+02,5.000000000000000000e+01,5.202900000000000347e+01,5.000000000000000000e+01
5.070000000000000000e+02,5.000000000000000000e+01,5.196500000000000341e+01,5.000000000000000000e+01
5.080000000000000000e+02,5.000000000000000000e+01,5.209400000000000119e+01,5.000000000000000000e+01
5.090000000000000000e+02,5.000000000000000000e+01,5.206199999999999761e+01,5.000000000000000000e+01
5.100000000000000000e+02,5.000000000000000000e+01,5.209400000000000119e+01,5.000000000000000000e+01
5.110000000000000000e+02,5.000000000000000000e+01,5.206199999999999761e+01,5.000000000000000000e+01
5.120000000000000000e+02,5.000000000000000000e+01,5.212599999999999767e+01,5.000000000000000000e+01
5.130000000000000000e+02,5.000000000000000000e+01,5.209400000000000119e+01,5.000000000000000000e+01
5.140000000000000000e+02,5.000000000000000000e+01,5.209400000000000119e+01,5.000000000000000000e+01
5.150000000000000000e+02,5.000000000000000000e+01,5.206199999999999761e+01,5.000000000000000000e+01
5.160000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.170000000000000000e+02,5.000000000000000000e+01,5.212599999999999767e+01,5.000000000000000000e+01
5.180000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.190000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.200000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.210000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.220000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.230000000000000000e+02,5.000000000000000000e+01,5.212599999999999767e+01,5.000000000000000000e+01
5.240000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.250000000000000000e+02,5.000000000000000000e+01,5.209400000000000119e+01,5.000000000000000000e+01
5.260000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.270000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.280000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.290000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.300000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.310000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.320000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.330000000000000000e+02,5.000000000000000000e+01,5.218999999999999773e+01,5.000000000000000000e+01
5.340000000000000000e+02,5.000000000000000000e+01,5.222299999999999898e+01,5.000000000000000000e+01
5.350000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.360000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.370000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.380000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.390000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.400000000000000000e+02,5.000000000000000000e+01,5.228699999999999903e+01,5.000000000000000000e+01
5.410000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.420000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.430000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.440000000000000000e+02,5.000000000000000000e+01,5.228699999999999903e+01,5.000000000000000000e+01
5.450000000000000000e+02,5.000000000000000000e+01,5.218999999999999773e+01,5.000000000000000000e+01
5.460000000000000000e+02,5.000000000000000000e+01,5.215800000000000125e+01,5.000000000000000000e+01
5.470000000000000000e+02,5.000000000000000000e+01,5.231900000000000261e+01,5.000000000000000000e+01
5.480000000000000000e+02,5.000000000000000000e+01,5.235199999999999676e+01,5.000000000000000000e+01
5.490000000000000000e+02,5.000000000000000000e+01,5.235199999999999676e+01,5.000000000000000000e+01
5.500000000000000000e+02,5.000000000000000000e+01,5.228699999999999903e+01,5.000000000000000000e+01
5.510000000000000000e+02,5.000000000000000000e+01,5.228699999999999903e+01,5.000000000000000000e+01
5.520000000000000000e+02,5.000000000000000000e+01,5.231900000000000261e+01,5.000000000000000000e+01
5.530000000000000000e+02,5.000000000000000000e+01,5.225500000000000256e+01,5.000000000000000000e+01
5.540000000000000000e+02,5.000000000000000000e+01,5.238400000000000034e+01,5.000000000000000000e+01
5.550000000000000000e+02,5.000000000000000000e+01,5.241599999999999682e+01,5.000000000000000000e+01
5.560000000000000000e+02,5.000000000000000000e+01,5.244800000000000040e+01,5.000000000000000000e+01
5.570000000000000000e+02,5.000000000000000000e+01,5.244800000000000040e+01,5.000000000000000000e+01
5.580000000000000000e+02,5.000000000000000000e+01,5.244800000000000040e+01,5.000000000000000000e+01
5.590000000000000000e+02,5.000000000000000000e+01,5.238400000000000034e+01,5.000000000000000000e+01
5.600000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.610000000000000000e+02,5.000000000000000000e+01,5.238400000000000034e+01,5.000000000000000000e+01
5.620000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.630000000000000000e+02,5.000000000000000000e+01,5.244800000000000040e+01,5.000000000000000000e+01
5.640000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.650000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.660000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.670000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.680000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.690000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.700000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.710000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.720000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.730000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.740000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.750000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.760000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.770000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.780000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.790000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.800000000000000000e+02,5.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01
5.810000000000000000e+02,5.000000000000000000e+01,5.254500000000000171e+01,5.000000000000000000e+01
